,GO Primary Key,Council District,GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Status,Clearance Date,GO District,GO Location Zip,GO Census Tract,GO X Coordinate,GO Y Coordinate,latitude,longitude
219,20151271906,9,THEFT                         ,Theft,8-May-15,1000 E 41ST ST                                                                                      ,N,9-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
220,20155019999,9,THEFT BY SHOPLIFTING          ,Theft,10-May-15,1000 E 41ST ST                                                                                      ,N,28-May-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
221,20151310905,9,THEFT BY SHOPLIFTING          ,Theft,11-May-15,1000 E 41ST ST                                                                                      ,C,14-May-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
222,20158001599,9,THEFT BY SHOPLIFTING          ,Theft,12-May-15,1000 E 41ST ST                                                                                      ,N,28-May-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
223,20151321501,9,THEFT BY SHOPLIFTING          ,Theft,12-May-15,1000 E 41ST ST                                                                                      ,C,15-May-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
224,20151320821,9,THEFT BY SHOPLIFTING          ,Theft,12-May-15,1000 E 41ST ST                                                                                      ,C,13-May-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
225,20151361114,9,THEFT                         ,Theft,16-May-15,1000 E 41ST ST                                                                                      ,N,17-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
226,20151371256,9,AGG ROBBERY/DEADLY WEAPON     ,Robbery,17-May-15,1000 E 41ST ST                                                                                      ,N,18-May-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
227,20151370823,9,THEFT BY SHOPLIFTING          ,Theft,17-May-15,1000 E 41ST ST                                                                                      ,N,2-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
228,20151371133,9,THEFT                         ,Theft,17-May-15,1000 E 41ST ST                                                                                      ,N,2-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
229,20151381563,9,THEFT BY SHOPLIFTING          ,Theft,18-May-15,1000 E 41ST ST                                                                                      ,C,2-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
230,20151391457,9,THEFT BY SHOPLIFTING          ,Theft,19-May-15,1000 E 41ST ST                                                                                      ,C,22-May-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
231,20155021478,9,THEFT BY SHOPLIFTING          ,Theft,19-May-15,1000 E 41ST ST                                                                                      ,N,11-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
232,20155021846,9,THEFT                         ,Theft,21-May-15,1000 E 41ST ST                                                                                      ,N,28-May-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
233,20155022103,9,THEFT BY SHOPLIFTING          ,Theft,23-May-15,1000 E 41ST ST                                                                                      ,N,30-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
234,20155022332,9,THEFT BY SHOPLIFTING          ,Theft,25-May-15,1000 E 41ST ST                                                                                      ,N,27-May-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
235,20151481285,9,THEFT BY SHOPLIFTING          ,Theft,28-May-15,1000 E 41ST ST                                                                                      ,C,8-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
236,20151521110,9,THEFT BY SHOPLIFTING          ,Theft,1-Jun-15,1000 E 41ST ST                                                                                      ,C,3-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
237,20151520965,9,THEFT BY SHOPLIFTING          ,Theft,1-Jun-15,1000 E 41ST ST                                                                                      ,C,2-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
238,20151541130,9,THEFT BY SHOPLIFTING          ,Theft,3-Jun-15,1000 E 41ST ST                                                                                      ,C,4-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
239,20151551314,9,BURGLARY OF COIN-OP MACHINE   ,Theft,4-Jun-15,1000 E 41ST ST                                                                                      ,N,11-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
240,20155024392,9,THEFT BY SHOPLIFTING          ,Theft,6-Jun-15,1000 E 41ST ST                                                                                      ,N,8-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
241,20155024382,9,THEFT BY SHOPLIFTING          ,Theft,6-Jun-15,1000 E 41ST ST                                                                                      ,N,8-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
242,20151581205,9,THEFT                         ,Theft,7-Jun-15,1000 E 41ST ST                                                                                      ,C,9-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
243,20155024672,9,THEFT BY SHOPLIFTING          ,Theft,8-Jun-15,1000 E 41ST ST                                                                                      ,N,9-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
244,20155025383,9,BURGLARY OF COIN-OP MACHINE   ,Theft,12-Jun-15,1000 E 41ST ST                                                                                      ,N,15-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
245,20151640997,9,THEFT BY SHOPLIFTING          ,Theft,13-Jun-15,1000 E 41ST ST                                                                                      ,C,15-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
246,20155026238,9,THEFT                         ,Theft,17-Jun-15,1000 E 41ST ST                                                                                      ,N,18-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
247,20151701679,9,THEFT                         ,Theft,19-Jun-15,1000 E 41ST ST                                                                                      ,N,22-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
248,20151710933,9,THEFT BY SHOPLIFTING          ,Theft,20-Jun-15,1000 E 41ST ST                                                                                      ,C,22-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
249,20155026728,9,BURGLARY OF VEHICLE           ,Theft,20-Jun-15,1000 E 41ST ST                                                                                      ,N,24-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
250,20155026795,9,THEFT OF BICYCLE              ,Theft,21-Jun-15,1000 E 41ST ST                                                                                      ,N,23-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
251,20151731494,9,THEFT BY SHOPLIFTING          ,Theft,22-Jun-15,1000 E 41ST ST                                                                                      ,,,B,78751,3.02,3121345,10082705,36.104274,-95.979999
252,20151741046,9,THEFT BY SHOPLIFTING          ,Theft,23-Jun-15,1000 E 41ST ST                                                                                      ,C,25-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
253,20151751291,9,THEFT                         ,Theft,24-Jun-15,1000 E 41ST ST                                                                                      ,C,29-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
254,20151761387,9,THEFT                         ,Theft,25-Jun-15,1000 E 41ST ST                                                                                      ,C,30-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
255,20151791022,9,THEFT BY SHOPLIFTING          ,Theft,28-Jun-15,1000 E 41ST ST                                                                                      ,C,30-Jun-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
256,20155028711,9,THEFT                         ,Theft,2-Jul-15,1000 E 41ST ST                                                                                      ,N,20-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
257,20155028886,9,THEFT BY SHOPLIFTING          ,Theft,3-Jul-15,1000 E 41ST ST                                                                                      ,N,21-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
258,20155028951,9,THEFT                         ,Theft,3-Jul-15,1000 E 41ST ST                                                                                      ,N,9-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
259,20151871181,9,THEFT                         ,Theft,6-Jul-15,1000 E 41ST ST                                                                                      ,C,7-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
260,20151901183,9,THEFT BY SHOPLIFTING          ,Theft,9-Jul-15,1000 E 41ST ST                                                                                      ,C,12-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
261,20151911416,9,AGG ASSAULT                   ,Agg Assault,10-Jul-15,1000 E 41ST ST                                                                                      ,C,29-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
262,20151931026,9,THEFT BY SHOPLIFTING          ,Theft,12-Jul-15,1000 E 41ST ST                                                                                      ,N,22-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
263,20151941517,9,THEFT BY SHOPLIFTING          ,Theft,13-Jul-15,1000 E 41ST ST                                                                                      ,N,27-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
264,20155030714,9,THEFT                         ,Theft,14-Jul-15,1000 E 41ST ST                                                                                      ,N,15-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
265,20151971503,9,THEFT BY SHOPLIFTING          ,Theft,16-Jul-15,1000 E 41ST ST                                                                                      ,C,30-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
266,20158002366,9,THEFT BY SHOPLIFTING          ,Theft,16-Jul-15,1000 E 41ST ST                                                                                      ,N,3-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
267,20151991387,9,THEFT                         ,Theft,18-Jul-15,1000 E 41ST ST                                                                                      ,N,30-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
268,20155032024,9,THEFT BY SHOPLIFTING          ,Theft,22-Jul-15,1000 E 41ST ST                                                                                      ,N,23-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
269,20158002458,9,THEFT BY SHOPLIFTING          ,Theft,22-Jul-15,1000 E 41ST ST                                                                                      ,N,31-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
270,20152051084,9,THEFT BY SHOPLIFTING          ,Theft,24-Jul-15,1000 E 41ST ST                                                                                      ,N,20-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
271,20152061487,9,THEFT BY SHOPLIFTING          ,Theft,25-Jul-15,1000 E 41ST ST                                                                                      ,C,27-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
272,20152081083,9,THEFT BY SHOPLIFTING          ,Theft,27-Jul-15,1000 E 41ST ST                                                                                      ,C,30-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
273,20155032744,9,THEFT                         ,Theft,27-Jul-15,1000 E 41ST ST                                                                                      ,N,30-Jul-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
274,20155033450,9,BURGLARY OF VEHICLE           ,Theft,30-Jul-15,1000 E 41ST ST                                                                                      ,N,4-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
275,20152121674,9,THEFT BY SHOPLIFTING          ,Theft,31-Jul-15,1000 E 41ST ST                                                                                      ,C,3-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
276,20152121190,9,THEFT BY SHOPLIFTING          ,Theft,31-Jul-15,1000 E 41ST ST                                                                                      ,C,3-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
277,20152130921,9,THEFT BY SHOPLIFTING          ,Theft,1-Aug-15,1000 E 41ST ST                                                                                      ,C,3-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
278,20152141039,9,THEFT BY SHOPLIFTING          ,Theft,2-Aug-15,1000 E 41ST ST                                                                                      ,C,3-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
279,20158002591,9,THEFT FROM BUILDING           ,Theft,2-Aug-15,1000 E 41ST ST                                                                                      ,N,11-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
280,20152151575,9,THEFT BY SHOPLIFTING          ,Theft,3-Aug-15,1000 E 41ST ST                                                                                      ,C,4-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
281,20152151313,9,THEFT BY SHOPLIFTING          ,Theft,3-Aug-15,1000 E 41ST ST                                                                                      ,C,5-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
282,20152161047,9,THEFT BY SHOPLIFTING          ,Theft,4-Aug-15,1000 E 41ST ST                                                                                      ,C,5-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
283,20152181751,9,THEFT BY SHOPLIFTING          ,Theft,6-Aug-15,1000 E 41ST ST                                                                                      ,N,10-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
284,20152181356,9,THEFT BY SHOPLIFTING          ,Theft,6-Aug-15,1000 E 41ST ST                                                                                      ,C,11-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
285,20152181573,9,THEFT BY SHOPLIFTING          ,Theft,6-Aug-15,1000 E 41ST ST                                                                                      ,N,14-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
286,20152210835,9,THEFT                         ,Theft,9-Aug-15,1000 E 41ST ST                                                                                      ,,,B,78751,3.02,3121345,10082705,36.104274,-95.979999
287,20152221458,9,THEFT BY SHOPLIFTING          ,Theft,10-Aug-15,1000 E 41ST ST                                                                                      ,C,12-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
288,20152230750,9,THEFT BY SHOPLIFTING          ,Theft,11-Aug-15,1000 E 41ST ST                                                                                      ,C,12-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
289,20155035354,9,THEFT FROM AUTO               ,Theft,12-Aug-15,1000 E 41ST ST                                                                                      ,N,15-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
290,20155035794,9,THEFT                         ,Theft,14-Aug-15,1000 E 41ST ST                                                                                      ,N,18-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
291,20152280796,9,THEFT BY SHOPLIFTING          ,Theft,16-Aug-15,1000 E 41ST ST                                                                                      ,C,17-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
292,20155036185,9,THEFT                         ,Theft,17-Aug-15,1000 E 41ST ST                                                                                      ,N,18-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
293,20155036341,9,THEFT BY SHOPLIFTING          ,Theft,18-Aug-15,1000 E 41ST ST                                                                                      ,N,19-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
294,20152300587,9,THEFT BY SHOPLIFTING          ,Theft,18-Aug-15,1000 E 41ST ST                                                                                      ,C,20-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
295,20152301359,9,THEFT                         ,Theft,18-Aug-15,1000 E 41ST ST                                                                                      ,C,21-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
296,20155036517,9,THEFT BY SHOPLIFTING          ,Theft,19-Aug-15,1000 E 41ST ST                                                                                      ,N,21-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
297,20152360914,9,THEFT BY SHOPLIFTING          ,Theft,24-Aug-15,1000 E 41ST ST                                                                                      ,C,26-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
298,20152361436,9,THEFT BY SHOPLIFTING          ,Theft,24-Aug-15,1000 E 41ST ST                                                                                      ,O,26-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
299,20155037342,9,THEFT BY SHOPLIFTING          ,Theft,24-Aug-15,1000 E 41ST ST                                                                                      ,N,27-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
300,20152371385,9,THEFT BY SHOPLIFTING          ,Theft,25-Aug-15,1000 E 41ST ST                                                                                      ,C,27-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
301,20152381484,9,THEFT BY SHOPLIFTING          ,Theft,26-Aug-15,1000 E 41ST ST                                                                                      ,C,27-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
302,20152381580,9,THEFT BY SHOPLIFTING          ,Theft,26-Aug-15,1000 E 41ST ST                                                                                      ,C,27-Aug-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
303,20158002961,9,BURGLARY OF VEHICLE           ,Theft,28-Aug-15,1000 E 41ST ST                                                                                      ,N,7-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
304,20155038280,9,THEFT                         ,Theft,30-Aug-15,1000 E 41ST ST                                                                                      ,N,1-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
305,20152461267,9,THEFT BY SHOPLIFTING          ,Theft,3-Sep-15,1000 E 41ST ST                                                                                      ,C,6-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
306,20155039053,9,BURGLARY OF VEHICLE           ,Theft,4-Sep-15,1000 E 41ST ST                                                                                      ,N,1-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
307,20155039149,9,THEFT                         ,Theft,4-Sep-15,1000 E 41ST ST                                                                                      ,N,9-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
308,20155039335,9,THEFT                         ,Theft,5-Sep-15,1000 E 41ST ST                                                                                      ,N,14-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
309,20152510681,9,AUTO THEFT                    ,Auto Theft,8-Sep-15,1000 E 41ST ST                                                                                      ,C,11-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
310,20152530947,9,THEFT BY SHOPLIFTING          ,Theft,12-Sep-15,1000 E 41ST ST                                                                                      ,N,22-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
311,20152561593,9,THEFT BY SHOPLIFTING          ,Theft,13-Sep-15,1000 E 41ST ST                                                                                      ,C,14-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
312,20152591261,9,THEFT BY SHOPLIFTING          ,Theft,16-Sep-15,1000 E 41ST ST                                                                                      ,C,17-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
313,20155041043,9,BURGLARY OF VEHICLE           ,Theft,16-Sep-15,1000 E 41ST ST                                                                                      ,N,17-Sep-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
314,20152671363,9,THEFT BY SHOPLIFTING          ,Theft,23-Sep-15,1000 E 41ST ST                                                                                      ,N,9-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
315,20152680848,9,THEFT BY SHOPLIFTING          ,Theft,25-Sep-15,1000 E 41ST ST                                                                                      ,C,6-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
316,20152700399,9,BURG NON RESIDENCE SHEDS      ,Burglary,27-Sep-15,1000 E 41ST ST                                                                                      ,N,4-Jan-16,B,78751,3.02,3121345,10082705,36.104274,-95.979999
317,20152721316,9,THEFT BY SHOPLIFTING          ,Theft,29-Sep-15,1000 E 41ST ST                                                                                      ,C,8-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
318,20155043352,9,THEFT BY SHOPLIFTING          ,Theft,1-Oct-15,1000 E 41ST ST                                                                                      ,N,5-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
319,20158003413,9,THEFT FROM AUTO               ,Theft,1-Oct-15,1000 E 41ST ST                                                                                      ,N,19-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
320,20155044099,9,THEFT BY SHOPLIFTING          ,Theft,6-Oct-15,1000 E 41ST ST                                                                                      ,N,12-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
321,20152800214,9,BURGLARY NON RESIDENCE        ,Burglary,7-Oct-15,1000 E 41ST ST                                                                                      ,O,6-Jan-16,B,78751,3.02,3121345,10082705,36.104274,-95.979999
322,20152801064,9,THEFT                         ,Theft,7-Oct-15,1000 E 41ST ST                                                                                      ,C,8-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
323,20155044841,9,BURGLARY OF VEHICLE           ,Theft,10-Oct-15,1000 E 41ST ST                                                                                      ,N,21-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
324,20152861261,9,THEFT BY SHOPLIFTING          ,Theft,13-Oct-15,1000 E 41ST ST                                                                                      ,N,16-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
325,20155045367,9,THEFT                         ,Theft,13-Oct-15,1000 E 41ST ST                                                                                      ,N,15-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
326,20152871405,9,THEFT BY SHOPLIFTING          ,Theft,14-Oct-15,1000 E 41ST ST                                                                                      ,C,15-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
327,20152880775,9,BURGLARY OF VEHICLE           ,Theft,15-Oct-15,1000 E 41ST ST                                                                                      ,N,21-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
328,20155045884,9,THEFT BY SHOPLIFTING          ,Theft,16-Oct-15,1000 E 41ST ST                                                                                      ,N,22-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
329,20152930588,9,THEFT BY SHOPLIFTING          ,Theft,20-Oct-15,1000 E 41ST ST                                                                                      ,C,21-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
330,20155046798,9,THEFT                         ,Theft,22-Oct-15,1000 E 41ST ST                                                                                      ,N,26-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
331,20155046918,9,BURGLARY OF VEHICLE           ,Theft,23-Oct-15,1000 E 41ST ST                                                                                      ,N,26-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
332,20152961616,9,THEFT BY SHOPLIFTING          ,Theft,24-Oct-15,1000 E 41ST ST                                                                                      ,C,26-Oct-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
333,20155047190,9,THEFT BY SHOPLIFTING          ,Theft,25-Oct-15,1000 E 41ST ST                                                                                      ,N,10-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
334,20155047825,9,THEFT BY SHOPLIFTING          ,Theft,29-Oct-15,1000 E 41ST ST                                                                                      ,N,2-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
335,20153031690,9,THEFT BY SHOPLIFTING          ,Theft,30-Oct-15,1000 E 41ST ST                                                                                      ,C,2-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
336,20153051541,9,AGG ROBBERY/DEADLY WEAPON     ,Robbery,1-Nov-15,1000 E 41ST ST                                                                                      ,C,2-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
337,20153050134,9,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,1-Nov-15,1000 E 41ST ST                                                                                      ,N,3-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
338,20153061254,9,THEFT BY SHOPLIFTING          ,Theft,2-Nov-15,1000 E 41ST ST                                                                                      ,C,2-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
339,20155048465,9,THEFT                         ,Theft,3-Nov-15,1000 E 41ST ST                                                                                      ,N,4-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
340,20153080115,9,BURGLARY NON RESIDENCE        ,Burglary,4-Nov-15,1000 E 41ST ST                                                                                      ,O,6-Jan-16,B,78751,3.02,3121345,10082705,36.104274,-95.979999
341,20153161275,9,THEFT BY SHOPLIFTING          ,Theft,12-Nov-15,1000 E 41ST ST                                                                                      ,,,B,78751,3.02,3121345,10082705,36.104274,-95.979999
342,20158004081,9,BURGLARY OF VEHICLE           ,Theft,12-Nov-15,1000 E 41ST ST                                                                                      ,N,24-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
343,20155050091,9,BURGLARY OF VEHICLE           ,Theft,13-Nov-15,1000 E 41ST ST                                                                                      ,N,7-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
344,20153231485,9,THEFT BY SHOPLIFTING          ,Theft,19-Nov-15,1000 E 41ST ST                                                                                      ,C,23-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
345,20158004200,9,THEFT                         ,Theft,22-Nov-15,1000 E 41ST ST                                                                                      ,N,21-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
346,20153270611,9,THEFT BY SHOPLIFTING          ,Theft,23-Nov-15,1000 E 41ST ST                                                                                      ,N,15-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
347,20153271176,9,BURGLARY OF VEHICLE           ,Theft,23-Nov-15,1000 E 41ST ST                                                                                      ,N,8-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
348,20153270637,9,BURGLARY OF VEHICLE           ,Theft,23-Nov-15,1000 E 41ST ST                                                                                      ,N,24-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
349,20153280747,9,THEFT BY SHOPLIFTING          ,Theft,24-Nov-15,1000 E 41ST ST                                                                                      ,C,25-Nov-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
350,20153291159,9,THEFT BY SHOPLIFTING          ,Theft,25-Nov-15,1000 E 41ST ST                                                                                      ,C,9-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
351,20153320892,9,THEFT BY SHOPLIFTING          ,Theft,28-Nov-15,1000 E 41ST ST                                                                                      ,N,17-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
352,20155052438,9,BURGLARY OF VEHICLE           ,Theft,30-Nov-15,1000 E 41ST ST                                                                                      ,N,3-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
353,20153411248,9,THEFT BY SHOPLIFTING          ,Theft,7-Dec-15,1000 E 41ST ST                                                                                      ,N,9-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
354,20153431287,9,THEFT BY SHOPLIFTING          ,Theft,9-Dec-15,1000 E 41ST ST                                                                                      ,C,9-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
355,20158004416,9,BURGLARY OF VEHICLE           ,Theft,9-Dec-15,1000 E 41ST ST                                                                                      ,N,6-Jan-16,B,78751,3.02,3121345,10082705,36.104274,-95.979999
356,20153450913,9,ROBBERY BY ASSAULT            ,Robbery,11-Dec-15,1000 E 41ST ST                                                                                      ,C,2-Mar-16,B,78751,3.02,3121345,10082705,36.104274,-95.979999
357,20153461096,9,THEFT BY SHOPLIFTING          ,Theft,12-Dec-15,1000 E 41ST ST                                                                                      ,C,15-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
358,20153501606,9,THEFT BY SHOPLIFTING          ,Theft,16-Dec-15,1000 E 41ST ST                                                                                      ,C,21-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
359,20153510875,9,BURGLARY OF VEHICLE           ,Theft,17-Dec-15,1000 E 41ST ST                                                                                      ,N,7-Jan-16,B,78751,3.02,3121345,10082705,36.104274,-95.979999
360,20153570878,9,THEFT BY SHOPLIFTING          ,Theft,23-Dec-15,1000 E 41ST ST                                                                                      ,C,29-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
361,20153580910,9,THEFT BY SHOPLIFTING          ,Theft,24-Dec-15,1000 E 41ST ST                                                                                      ,N,29-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
362,20153581059,9,THEFT BY SHOPLIFTING          ,Theft,24-Dec-15,1000 E 41ST ST                                                                                      ,C,27-Dec-15,B,78751,3.02,3121345,10082705,36.104274,-95.979999
363,20153600209,9,BURGLARY NON RESIDENCE        ,Burglary,26-Dec-15,1000 E 41ST ST                                                                                      ,N,22-Jan-16,B,78751,3.02,3121345,10082705,36.104274,-95.979999
364,20153630594,9,BURGLARY OF VEHICLE           ,Theft,29-Dec-15,1000 E 41ST ST                                                                                      ,N,5-Jan-16,B,78751,3.02,3121345,10082705,36.104274,-95.979999
365,20155026419,3,THEFT OF METAL                ,Theft,18-Jun-15,1000 E 4TH ST                                                                                       ,N,22-Jun-15,G,78702,9.02,3117396,10069124,41.65972991,-86.1647932
366,20155005276,4,THEFT                         ,Theft,6-Feb-15,1000 E 53RD ST                                                                                      ,,,I,78751,21.05,3124092,10087022,44.907141,-93.259921
367,20155013977,3,THEFT                         ,Theft,3-Apr-15,1000 E 5TH ST                                                                                       ,N,7-Apr-15,G,78702,9.02,3117671,10069478,38.74091,-108.057906
368,20151110456,3,THEFT                         ,Theft,21-Apr-15,1000 E 5TH ST                                                                                       ,N,4-May-15,G,78702,9.02,3117671,10069478,38.74091,-108.057906
